Sample,Pquery,Multiplicity,EDPL
RAxML_portableTree.dino_epa,174b1e886c97053dd51e51c610abead552c834ef_4,1,0.732245
RAxML_portableTree.dino_epa,17cfad4daaea8cd9953a25698b664323831d3ce2_3,1,1.06566
RAxML_portableTree.dino_epa,1f1190ecbb7bb604bcee174d8c547bced08c564a_5,1,0.0570793
RAxML_portableTree.dino_epa,2cd9a5773ee03a3cfc94f7370bc8cf5470ef53b7_1,1,0.132602
RAxML_portableTree.dino_epa,3132bf53ed7c7646cdd8501672cf38ac4590eeae_4,1,0.705579
RAxML_portableTree.dino_epa,3a9ee8362853e6d4bf9798ad6dc28e740bd35618_3,1,0.0399979
RAxML_portableTree.dino_epa,4a2def16f7ec2c2acd8c9a6d338695cc8622f892_3,1,0.282443
RAxML_portableTree.dino_epa,4e9180a82d2b0c7419c23600e56d28079de5c9ba_5,1,0.0770521
RAxML_portableTree.dino_epa,94bc4dff1b587b35c04e74d3f0f65453509fac59_1,1,0.0541416
RAxML_portableTree.dino_epa,97ad310530563be46378d9f479194c27c6ce10a1_1,1,0.169339
RAxML_portableTree.dino_epa,d23d7a20f58396dcc5c4bf2f5e0fff05c9248d8a_3,1,0
RAxML_portableTree.dino_epa,d42a0ed9e5df2219bdbe74578afc678e70005539_3,1,0.723342
